names,date_x,score,genre,orig_lang,budget_x,country
Mortal Kombat,04/22/2021 ,71.0,"Action, Fantasy, Adventure", English,55000000.0,AU
Mortal Kombat,04/22/2021 ,71.0,"Action, Fantasy, Adventure", English,20000000.0,AU
Pirates of the Caribbean: The Curse of the Black Pearl,09/11/2003 ,78.0,"Adventure, Fantasy, Action", English,140000000.0,AU
Clifford the Big Red Dog,12/30/2021 ,72.0,"Family, Adventure, Comedy, Fantasy", English,64000000.0,AU
Dragon Knight,03/21/2022 ,69.0,"Fantasy, Adventure, Action", English,149000000.0,GB
Cruella,05/27/2021 ,81.0,"Comedy, Crime", English,200000000.0,AU
The Suicide Squad,08/05/2021 ,76.0,"Action, Comedy, Adventure", English,185000000.0,AU
Drifting Home,09/16/2022 ,76.0,"Animation, Drama, Fantasy, Adventure", Japanese,119000000.0,JP
The Bad Guys,03/31/2022 ,77.0,"Animation, Action, Adventure, Crime, Comedy, Family", English,70000000.0,AU
The Remaining,09/05/2014 ,59.0,"Thriller, Horror", English,7270000.0,US
The Last: Naruto the Movie,12/06/2014 ,78.0,"Action, Romance, Animation", Japanese,903852.0,JP
Pirates of the Caribbean: On Stranger Tides,05/19/2011 ,65.0,"Adventure, Action, Fantasy", English,379000000.0,AU
There's Something Wrong with the Children,01/17/2023 ,61.0,"Horror, Mystery, Thriller", English,97200000.0,US
Prom Pact,03/31/2023 ,75.0,"Romance, Comedy", English,96200000.0,AU
Coco,12/26/2017 ,82.0,"Family, Animation, Fantasy, Music, Comedy, Adventure", English,175000000.0,AU
The Sea Beast,07/08/2022 ,75.0,"Animation, Adventure, Family, Fantasy", English,116200000.0,AU
Toy Story,12/07/1995 ,80.0,"Animation, Adventure, Family, Comedy", English,30000000.0,AU
The Boss Baby: Family Business,11/25/2021 ,75.0,"Animation, Comedy, Adventure, Family", English,82000000.0,AU
Housewife Sex Slaves: Hatano Yui,01/09/2015 ,0.0,, Japanese,167540000.0,JP
The Independent,11/02/2022 ,73.0,"Thriller, Drama", English,80000000.0,US
Joseph,04/16/1995 ,82.0,"Drama, History", English,143260000.0,US
Fullmetal Alchemist: The Revenge of Scar,05/20/2022 ,68.0,"Fantasy, Action, Adventure", Japanese,120400000.0,JP
Titanic,12/18/1997 ,79.0,"Drama, Romance", English,200000000.0,AU
The Hunger Games: Mockingjay - Part 1,11/20/2014 ,68.0,"Science Fiction, Adventure, Thriller", English,125000000.0,AU
The Autopsy of Jane Doe,12/09/2016 ,67.0,"Horror, Mystery", English,24570496.6,AU
Corrective Measures,04/29/2022 ,52.0,"Action, Science Fiction, Thriller", English,105000000.0,US
The Jack in the Box: Awakening,01/03/2022 ,64.0,Horror, English,35442225.8,GB
Choose or Die,04/15/2022 ,54.0,"Horror, Thriller, Science Fiction", English,174000000.0,GB
Project Wolf Hunting,10/13/2022 ,65.0,"Action, Thriller, Horror", Korean,115200000.0,AU
Lost Bullet 2,11/10/2022 ,65.0,"Action, Crime, Thriller", French,122800000.0,FR
Crawlspace,03/31/2022 ,66.0,Thriller, English,110600000.0,US
The Good Neighbor,09/01/2022 ,71.0,Thriller, English,105.0,AU
The Trapped 13: How We Survived The Thai Cave,10/05/2022 ,69.0,Documentary, Thai,111600000.0,TH
Groot's First Steps,08/10/2022 ,71.0,"Animation, Family, Comedy, Science Fiction", English,131400000.0,US
Son of God,02/28/2014 ,69.0,Drama, English,22000000.0,US
Sword Art Online the Movie -Progressive- Aria of a Starless Night,12/09/2021 ,80.0,"Animation, Action, Fantasy, Science Fiction", Japanese,20011197.0,AU
Summer Ghost,11/12/2021 ,72.0,"Animation, Drama, Mystery, Fantasy", Japanese,107200000.0,JP
Resident Evil: Welcome to Raccoon City,12/09/2021 ,61.0,"Horror, Science Fiction, Action", English,25000000.0,AU
Laid-Back Camp The Movie,07/01/2022 ,76.0,"Animation, Comedy", Japanese,13187504.6,JP
The Pale Blue Eye,12/22/2022 ,70.0,"Mystery, Thriller", English,72000000.0,AU
The Lion King,08/25/1994 ,83.0,"Family, Animation, Drama", English,260000000.0,AU
The Lion King,08/25/1994 ,83.0,"Family, Animation, Drama", English,79300000.0,AU
Avengers: Age of Ultron,04/23/2015 ,73.0,"Action, Adventure, Science Fiction", English,365000000.0,AU
Me Before You,06/16/2016 ,79.0,"Drama, Romance", English,20000000.0,AU
Luca,06/18/2021 ,79.0,"Animation, Comedy, Fantasy, Adventure", English,200000000.0,AU
Pirates of the Caribbean: Dead Man's Chest,07/06/2006 ,73.0,"Adventure, Fantasy, Action", English,200000000.0,AU
The Menu,11/18/2022 ,72.0,"Horror, Thriller, Comedy", English,30000000.0,AU
Ice Age,03/21/2002 ,73.0,"Animation, Comedy, Family, Adventure", English,65000000.0,AU
Eureka: Eureka Seven Hi-Evolution,11/26/2021 ,61.0,"Animation, Drama, Adventure, Science Fiction", Japanese,139600000.0,JP
The Little Mermaid,07/05/1990 ,73.0,"Animation, Family, Fantasy", English,40000000.0,AU
Shrek Forever After,07/02/2010 ,63.0,"Comedy, Adventure, Fantasy, Animation, Family", English,165000000.0,AU
Ghostbusters: Afterlife,01/01/2022 ,75.0,"Fantasy, Comedy, Adventure", English,75000000.0,AU
Sonic the Hedgehog,02/13/2020 ,74.0,"Action, Science Fiction, Comedy, Family", English,85000000.0,AU
Teasing Master Takagi-san: The Movie,06/10/2022 ,86.0,"Animation, Comedy, Romance", Japanese,189000000.0,JP
Dragon Ball Z: Resurrection 'F',04/18/2015 ,68.0,"Action, Animation, Science Fiction", Japanese,5000000.0,JP
The Guardians of the Galaxy Holiday Special,11/25/2022 ,73.0,"Comedy, Science Fiction, Adventure", English,97200000.0,AU
Secret Headquarters,08/12/2022 ,68.0,"Action, Adventure, Comedy, Science Fiction, Family", English,143000000.0,US
The Princess and the Frog,01/10/2010 ,72.0,"Romance, Family, Animation", English,105000000.0,AU
365 Days: This Day,04/27/2022 ,59.0,"Romance, Drama", Polish,162100000.0,AU
Faraway,03/08/2023 ,68.0,"Romance, Comedy", German,52900000.0,DE
Hellhole,10/26/2022 ,60.0,Horror, Polish,146740000.0,PL
To Kill the Beast,04/28/2022 ,60.0,"Mystery, Fantasy, Thriller"," Spanish, Castilian",105000000.0,BR
Zootopia,03/17/2016 ,77.0,"Animation, Adventure, Family, Comedy", English,150000000.0,AU
The Book of Daniel,10/01/2013 ,73.0,"Fantasy, Drama", English,92600000.0,US
Lesson Plan,11/23/2022 ,63.0,"Action, Crime", Polish,121600000.0,AU
Free Guy,09/09/2021 ,76.0,"Comedy, Adventure, Science Fiction", English,110000000.0,AU
Malvada,12/29/2022 ,74.0,"Comedy, Fantasy, Romance"," Spanish, Castilian",88200000.0,MX
Diary of a Wimpy Kid: Rodrick Rules,12/02/2022 ,71.0,"Animation, Comedy, Family", English,18000000.0,US
Iron Man 2,04/29/2010 ,68.0,"Adventure, Action, Science Fiction", English,170000000.0,AU
The Conjuring,07/18/2013 ,75.0,"Horror, Thriller", English,20000000.0,AU
Fast & Furious Presents: Hobbs & Shaw,08/01/2019 ,69.0,"Action, Adventure, Comedy", English,200000000.0,AU
The Library Boys,11/29/2022 ,43.0,Comedy, English,77300000.0,AU
The Maze Runner,09/12/2014 ,72.0,"Action, Mystery, Science Fiction, Thriller", English,34000000.0,AU
Blueback,01/01/2023 ,62.0,"Drama, Adventure, Family", English,178000000.0,AU
The King's Man,01/06/2022 ,68.0,"Action, Adventure, Thriller, War, Mystery", English,100000000.0,AU
The Hobbit: The Battle of the Five Armies,12/26/2014 ,73.0,"Action, Adventure, Fantasy", English,250000000.0,AU
"Miraculous World: New York, United HeroeZ",09/26/2020 ,82.0,"Animation, TV Movie, Fantasy, Action", French,134400000.0,FR
Mary Magdalene,03/22/2018 ,63.0,"Drama, History", English,7855689.0,AU
The Pilgrim's Progress,04/18/2019 ,78.0,"Animation, Adventure", English,101000000.0,US
Red Notice,11/04/2021 ,68.0,"Action, Comedy, Crime, Thriller", English,150000000.0,AU
Solo Somos Carne,10/13/2022 ,63.0,Horror," Spanish, Castilian",87000000.0,GT
Groot Takes a Bath,08/10/2022 ,71.0,"Animation, Family, Comedy, Science Fiction", English,131400000.0,US
X,03/24/2022 ,68.0,"Horror, Mystery, Thriller", English,1000000.0,AU
The Croods: A New Age,04/07/2021 ,75.0,"Animation, Family, Adventure, Fantasy, Comedy", English,65000000.0,AU
Boruto: Naruto the Movie,08/07/2015 ,76.0,"Animation, Action, Comedy", Japanese,24413000.0,JP
Thor: Ragnarok,10/26/2017 ,76.0,"Action, Adventure, Fantasy, Science Fiction, Comedy", English,180000000.0,AU
Barbie,07/21/2023 ,0.0,Comedy, English,175000000.0,US
Noah,03/27/2014 ,56.0,"Drama, Adventure", English,130000000.0,AU
The Seven Deadly Sins: Cursed by Light,07/02/2021 ,78.0,"Animation, Fantasy", Japanese,38211149.2,JP
The Girl from the Other Side,03/10/2022 ,68.0,"Animation, Drama, Mystery, Fantasy", Japanese,67654097.6,JP
Enola Holmes 2,11/04/2022 ,76.0,"Mystery, Adventure, Comedy, Crime", English,93000000.0,AU
Ant-Man,07/16/2015 ,71.0,"Science Fiction, Action, Adventure", English,130000000.0,AU
Scream,02/13/1997 ,74.0,"Crime, Horror, Mystery", English,24000000.0,AU
Scream,02/13/1997 ,74.0,"Crime, Horror, Mystery", English,15000000.0,AU
Frozen II,12/28/2019 ,73.0,"Family, Animation, Adventure, Comedy, Fantasy", English,150000000.0,AU
Shrek the Third,06/07/2007 ,63.0,"Fantasy, Adventure, Animation, Comedy, Family", English,160000000.0,AU
Ratatouille,09/06/2007 ,78.0,"Animation, Comedy, Family, Fantasy", English,150000000.0,AU
Maneater,08/26/2022 ,49.0,"Mystery, Thriller, Horror", English,132800000.0,US
Raya and the Last Dragon,03/04/2021 ,79.0,"Animation, Family, Fantasy, Action, Adventure", English,100000000.0,AU
Slumberland,11/18/2022 ,75.0,"Family, Fantasy", English,35000000.0,AU
PAW Patrol: The Movie,08/21/2021 ,75.0,"Animation, Family, Adventure, Comedy", English,26000000.0,AU
Deadpool,02/11/2016 ,76.0,"Action, Adventure, Comedy", English,58000000.0,AU
The Good Dinosaur,01/01/2016 ,68.0,"Adventure, Animation, Family", English,187500000.0,AU
Last Seen Alive,05/19/2022 ,66.0,"Action, Thriller", English,107700000.0,AU
We Have a Ghost,02/24/2023 ,66.0,"Comedy, Fantasy, Family, Adventure", English,150000000.0,US
"Paul, Apostle of Christ",03/29/2018 ,75.0,"Drama, History", English,5000000.0,AU
Real Steel,09/28/2011 ,70.0,"Action, Science Fiction, Drama", English,110000000.0,AU
The Matrix Resurrections,12/26/2021 ,65.0,"Science Fiction, Action, Adventure", English,190000000.0,AU
Lou,09/23/2022 ,67.0,"Action, Thriller", English,69400000.0,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family", English,45000000.0,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family", English,13200000.0,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family", English,2289247.0,AU
Miraculous World: Shanghai – The Legend of Ladydragon,04/04/2021 ,79.0,"Animation, Fantasy, Action, TV Movie", French,149860000.0,FR
The Tomorrow War,07/02/2021 ,79.0,"Action, Science Fiction, Adventure", English,200000000.0,AU
Cars,06/08/2006 ,69.0,"Animation, Adventure, Comedy, Family", English,70000000.0,AU
Grimcutty,10/10/2022 ,54.0,Horror, English,130800000.0,US
Scrooge: A Christmas Carol,11/25/2022 ,68.0,"Animation, Family, Fantasy", English,87000000.0,GB
Your Place or Mine,02/10/2023 ,64.0,"Romance, Comedy", English,105400000.0,US
Your Name.,11/24/2016 ,85.0,"Romance, Animation, Drama", Japanese,2937023.8,AU
Puss in Boots,10/28/2011 ,65.0,"Comedy, Fantasy, Animation, Romance, Adventure, Family", English,130000000.0,US
One Piece Film Red,11/03/2022 ,75.0,"Animation, Adventure, Action, Fantasy", Japanese,8705000.0,AU
The Fate of the Furious,04/12/2017 ,69.0,"Action, Crime, Thriller", English,250000000.0,AU
The Strays,02/17/2023 ,55.0,"Thriller, Mystery, Drama, Horror", English,131700000.0,GB
Watcher,06/03/2022 ,66.0,"Mystery, Thriller, Horror", English,10237862.6,US
The Gray Man,07/14/2022 ,70.0,"Action, Thriller", English,200000000.0,AU
The Mummy Resurrection,01/02/2023 ,50.0,Horror, English,102800000.0,GB
The Fallout,03/17/2021 ,77.0,Drama, English,114200000.0,US
Guardians of the Galaxy Volume 3,05/04/2023 ,0.0,"Science Fiction, Adventure, Comedy", English,250000000.0,AU
Boyka: Undisputed IV,09/22/2016 ,71.0,"Action, Drama", English,119400000.0,US
The Godfather,11/02/1972 ,87.0,"Drama, Crime", English,7000000.0,AU
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure", English,200000000.0,AU
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure", English,90000000.0,AU
Dracula: The Original Living Vampire,01/28/2022 ,54.0,"Horror, Fantasy, Thriller", English,124800000.0,US
Big Hero 6,12/25/2014 ,77.0,"Adventure, Family, Animation, Action, Comedy", English,165000000.0,AU
Triangle of Sadness,12/26/2022 ,72.0,"Comedy, Drama", English,15600000.0,AU
Dungeons & Dragons,01/18/2001 ,43.0,"Drama, Adventure, Fantasy", English,35000000.0,AU
Wire Room,09/02/2022 ,66.0,"Action, Crime, Thriller", English,101000000.0,US
Killing Jesus,03/29/2015 ,65.0,"Drama, History, TV Movie", English,35580000.0,US
Inside Out,06/09/2015 ,79.0,"Animation, Family, Adventure, Drama, Comedy", English,175000000.0,AU
The Miracle of Marcelino,02/24/1955 ,71.0,"Drama, Comedy"," Spanish, Castilian",110000000.0,ES
Fury,10/23/2014 ,75.0,"War, Drama, Action", English,80000000.0,AU
Welcome to the Club,09/08/2022 ,66.0,"Animation, Comedy", English,124000000.0,US
Emancipation,12/02/2022 ,80.0,Drama, English,120000000.0,US
Undisputed III: Redemption,06/17/2010 ,76.0,"Action, Thriller", English,3000000.0,AU
The Last Warrior: Root of Evil,01/01/2021 ,69.0,"Fantasy, Adventure, Comedy", Russian,8400000.0,RU
After We Fell,10/22/2021 ,71.0,"Romance, Drama", English,14000000.0,AU
Seoul Vibe,08/26/2022 ,67.0,"Action, Crime, Comedy, Adventure", Korean,160200000.0,KR
One Week Friends,06/18/2022 ,52.0,Drama, Chinese,111940000.0,CN
Space Jam: A New Legacy,07/08/2021 ,69.0,"Family, Animation, Comedy, Science Fiction", English,150000000.0,AU
Nobody,04/01/2021 ,81.0,"Action, Crime, Thriller", English,16000000.0,AU
The Tiger's Nest,10/13/2022 ,70.0,"Family, Adventure", English,120000000.0,IT
Naruto Shippuden the Movie,08/04/2007 ,72.0,"Animation, Action, Fantasy", Japanese,33111535.2,JP
Terrifier,03/15/2016 ,66.0,"Horror, Thriller", English,35000.0,US
In the Forest,01/28/2022 ,60.0,"Horror, Thriller", English,84600000.0,US
The Amazing Spider-Man,07/03/2012 ,67.0,"Action, Adventure, Fantasy", English,220000000.0,AU
Evil Dead,05/01/2013 ,65.0,Horror, English,17000000.0,AU
El asistente,03/01/2023 ,100.0,Comedy," Spanish, Castilian",201000000.0,AR
Virus:32,04/21/2022 ,69.0,Horror," Spanish, Castilian",101400000.0,AR
Linoleum,03/30/2023 ,68.0,"Science Fiction, Comedy, Drama", English,109000000.0,AU
After We Collided,01/01/2021 ,72.0,"Romance, Drama", English,24685792.0,AU
Sinner: The Secret Diary of a Nymphomaniac,06/21/1973 ,49.0,Drama, French,167400000.0,FR
A Quiet Place Part II,05/21/2021 ,75.0,"Science Fiction, Thriller, Horror", English,61000000.0,AU
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance", English,37000000.0,AU
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance", English,20000000.0,AU
Warriors of Future,08/05/2022 ,73.0,"Drama, Action, Science Fiction", Chinese,71460000.0,CN
Spider-Man: Homecoming,07/06/2017 ,74.0,"Action, Adventure, Science Fiction, Drama", English,175000000.0,AU
Howl's Moving Castle,06/09/2005 ,84.0,"Fantasy, Animation, Adventure", Japanese,24000000.0,AU
World War Z,06/20/2013 ,68.0,"Action, Drama, Horror, Science Fiction, Thriller", English,190000000.0,AU
Charlie and the Chocolate Factory,09/01/2005 ,70.0,"Adventure, Comedy, Family, Fantasy", English,150000000.0,AU
High Heat,03/01/2023 ,60.0,"Action, Comedy, Crime", English,78000000.0,AU
How to Train Your Dragon: The Hidden World,01/03/2019 ,78.0,"Animation, Family, Adventure", English,129000000.0,AU
Girl at the Window,08/18/2022 ,65.0,"Thriller, Horror", English,95200000.0,AU
Hellraiser,10/08/2022 ,64.0,"Horror, Mystery", English,1000000.0,AU
Pacific Rim,07/11/2013 ,69.0,"Action, Science Fiction, Adventure", English,190000000.0,AU
My Hero Academia: Heroes Rising,03/12/2020 ,82.0,"Animation, Action, Fantasy, Adventure", Japanese,21911000.0,AU
After,07/04/2019 ,72.0,"Romance, Drama", English,14000000.0,AU
After,07/04/2019 ,72.0,"Romance, Drama", English,650000.0,AU
The Hangover,06/11/2009 ,73.0,Comedy, English,35000000.0,AU
The Adam Project,03/11/2022 ,71.0,"Adventure, Science Fiction", English,116000000.0,AU
Trick or Treat Scooby-Doo!,10/04/2022 ,73.0,"Adventure, Mystery, Comedy, Animation, Family", English,85000000.0,US
The Tangalanga Method,01/19/2023 ,60.0,Comedy," Spanish, Castilian",114200000.0,AR
Last Man Down,11/01/2021 ,58.0,"Action, Thriller", English,165000000.0,AU
The Emperor's New Groove,04/05/2001 ,75.0,"Adventure, Animation, Comedy, Family, Fantasy", English,100000000.0,AU
The Princess,06/16/2022 ,69.0,"Fantasy, Action", English,89000000.0,US
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family", English,260000000.0,AU
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family", English,79300000.0,AU
Jungle Cruise,07/29/2021 ,75.0,"Action, Adventure, Fantasy", English,200000000.0,AU
The Nun,09/06/2018 ,59.0,"Horror, Mystery, Thriller", English,22000000.0,AU
Superfast!,04/02/2015 ,50.0,"Comedy, Action", English,20000000.0,US
Code Name Banshee,07/01/2022 ,59.0,"Action, Thriller", English,70520000.0,US
Beauty Salon: Special Service 2,02/13/2018 ,70.0,Romance, Korean,105740523.8,KR
The Parent Trap,07/29/1998 ,71.0,"Comedy, Family", English,15000000.0,US
One Way,12/01/2022 ,64.0,"Action, Crime, Thriller", English,98600000.0,AU
Monster High: The Movie,10/06/2022 ,70.0,"Family, Fantasy, Comedy, Adventure, Music, TV Movie", English,147200000.0,US
Furious 7,04/02/2015 ,72.0,"Action, Thriller, Crime", English,190000000.0,AU
The Conjuring 2,06/09/2016 ,73.0,"Horror, Thriller", English,40000000.0,AU
Overdose,11/04/2022 ,66.0,Action, French,99400000.0,FR
Dragon Ball Z: Broly – The Legendary Super Saiyan,03/06/1993 ,73.0,"Animation, Science Fiction, Action", Japanese,25100000.0,JP
Inception,07/22/2010 ,84.0,"Action, Science Fiction, Adventure", English,160000000.0,AU
Frozen,12/26/2013 ,72.0,"Animation, Family, Adventure, Fantasy", English,150000000.0,AU
Madagascar: A Little Wild Holiday Goose Chase,11/26/2021 ,63.0,"Animation, Comedy", English,83400000.0,US
God's Not Dead: A Light in Darkness,03/30/2018 ,69.0,Drama, English,56400000.0,US
Top Gun,06/20/1986 ,70.0,"Romance, Drama, Action", English,15000000.0,AU
The Prince of Egypt,12/26/1998 ,72.0,"Adventure, Animation, Drama, Family", English,60000000.0,AU
The Requin,01/28/2022 ,50.0,"Thriller, Horror", English,8500000.0,US
It Chapter Two,09/05/2019 ,69.0,"Horror, Fantasy", English,79000000.0,AU
The Unholy,04/15/2021 ,67.0,"Horror, Mystery", English,10000000.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance", English,95000000.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance", English,2900000.0,AU
The Lord of the Rings: The Fellowship of the Ring,12/26/2001 ,84.0,"Adventure, Fantasy, Action", English,93000000.0,AU
The Hip Hop Nutcracker,11/25/2022 ,57.0,Music, English,92000000.0,US
Margaux,09/09/2022 ,68.0,"Horror, Science Fiction", English,49000000.0,US
Beauty Salon: Special Service,12/29/2016 ,62.0,"Romance, Drama", Korean,119700000.0,KR
Black Widow,07/08/2021 ,74.0,"Action, Adventure, Science Fiction", English,200000000.0,AU
Blowback,09/01/2022 ,61.0,"Action, Thriller, Crime", English,129000000.0,AU
As They Made Us,04/08/2022 ,55.0,"Drama, Romance, Comedy", English,158000000.0,US
Frank and Penelope,06/03/2022 ,77.0,"Thriller, Horror, Crime", English,138100000.0,US
Finding Nemo,08/28/2003 ,78.0,"Animation, Family", English,94000000.0,AU
Ben-Hur,08/25/2016 ,57.0,"Action, History, Adventure, Drama", English,95000000.0,AU
